"","Group.1","Group.2","Group.3","weight_count"
"894",2006,"Mask of Zorro, The (1998)","Adventure",4.09577822990844
"2531",610,"Heavy Metal (1981)","Adventure",4.0789644012945
"146",10,"GoldenEye (1995)","Adventure",4.07162162162162
"1531",2640,"Superman (1978)","Adventure",4.06734860883797
"1702",29,"City of Lost Children, The (1995)","Adventure",4.06203473945409
"851",1931,"Mutiny on the Bounty (1935)","Adventure",4.03111111111111
"883",2005,"Goonies, The (1985)","Adventure",4.02178770949721
"1212",2193,"Willow (1988)","Adventure",4.02069825436409
"1841",316,"Stargate (1994)","Adventure",4.01366487455197
"1192",2167,"Blade (1998)","Adventure",3.9987021013597
"1451",2528,"Logan's Run (1976)","Adventure",3.99009584664537
"962",2046,"Flight of the Navigator (1986)","Adventure",3.98638059701493
"1711",1129,"Escape from New York (1981)","Adventure",3.98467194570136
"2181",3699,"Starman (1984)","Adventure",3.98046242774566
"276",940,"Adventures of Robin Hood, The (1938)","Adventure",3.97354497354497
"902",2013,"Poseidon Adventure, The (1972)","Adventure",3.97323151125402
"1510",112,"Rumble in the Bronx (1995)","Adventure",3.96043859649123
"2541",648,"Mission: Impossible (1996)","Adventure",3.94780615586117
"1422",2470,"Crocodile Dundee (1986)","Adventure",3.94051535087719
"591",1587,"Conan the Barbarian (1982)","Adventure",3.93452797202797
"307",1274,"Akira (1988)","Adventure",3.93362831858407
"1522",2628,"Star Wars: Episode I - The Phantom Menace (1999)","Adventure",3.92124444444444
"384",1372,"Star Trek VI: The Undiscovered Country (1991)","Adventure",3.92102897102897
"1801",3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)","Adventure",3.89607201309329
"2201",3745,"Titan A.E. (2000)","Adventure",3.8885046728972
"1932",329,"Star Trek: Generations (1994)","Adventure",3.88328282828283
"1102",2105,"Tron (1982)","Adventure",3.8590206185567
"4110",1375,"Star Trek III: The Search for Spock (1984)","Adventure",3.85690399137001
"2211",3755,"Perfect Storm, The (2000)","Adventure",3.85414610069102
"1511",2617,"Mummy, The (1999)","Adventure",3.82000993048659
"1961",3366,"Where Eagles Dare (1969)","Adventure",3.81132075471698
"1312",1085,"Old Man and the Sea, The (1958)","Adventure",3.77862595419847
"552",1566,"Hercules (1997)","Adventure",3.77121535181237
"11310",2133,"Adventures in Babysitting (1987)","Adventure",3.76672828096118
"531",1552,"Con Air (1997)","Adventure",3.75618448637317
"2011",3406,"Captain Horatio Hornblower (1951)","Adventure",3.75238095238095
"2102",3494,"True Grit (1969)","Adventure",3.7375
"2451",552,"Three Musketeers, The (1993)","Adventure",3.72608695652174
"2551",653,"Dragonheart (1996)","Adventure",3.7093137254902
"2771",941,"Mark of Zorro, The (1940)","Adventure",3.7047619047619
"1911",3269,"Forever Young (1992)","Adventure",3.68385744234801
"872",2,"Jumanji (1995)","Adventure",3.68131241084165
"2171",3698,"Running Man, The (1987)","Adventure",3.67842465753425
"844",1917,"Armageddon (1998)","Adventure",3.67067567567568
"2041",3461,"Lord of the Flies (1963)","Adventure",3.6657223796034
"2621",736,"Twister (1996)","Adventure",3.64995495495495
"154",2641,"Superman II (1980)","Adventure",3.63894799054373
"1331",2405,"Jewel of the Nile, The (1985)","Adventure",3.63796433878157
"655",1615,"Edge, The (1997)","Adventure",3.62114537444934
"183",3153,"7th Voyage of Sinbad, The (1958)","Adventure",3.61627906976744
"375",1371,"Star Trek: The Motion Picture (1979)","Adventure",3.60681818181818
"2801",986,"Fly Away Home (1996)","Adventure",3.60344827586207
"664",1676,"Starship Troopers (1997)","Adventure",3.60326741186586
"2781",952,"Around the World in 80 Days (1956)","Adventure",3.60223048327138
"1075",2099,"Song of the South (1946)","Adventure",3.60180995475113
"512",1017,"Swiss Family Robinson (1960)","Adventure",3.58695652173913
"2331",3927,"Fantastic Voyage (1966)","Adventure",3.58045977011494
"1062",2094,"Rocketeer, The (1991)","Adventure",3.575
"1202",2173,"Navigator: A Mediaeval Odyssey, The (1988)","Adventure",3.56363636363636
"2361",434,"Cliffhanger (1993)","Adventure",3.54723032069971
"1692",2899,"Gulliver's Travels (1939)","Adventure",3.54700854700855
"1292",2370,"Emerald Forest, The (1985)","Adventure",3.51408450704225
"10210",2077,"Journey of Natty Gann, The (1985)","Adventure",3.49350649350649
"513",1544,"Lost World: Jurassic Park, The (1997)","Adventure",3.49215139442231
"825",1031,"Bedknobs and Broomsticks (1971)","Adventure",3.47962382445141
"2071",3489,"Hook (1991)","Adventure",3.47070637119114
"2222",3770,"Dreamscape (1984)","Adventure",3.47041420118343
"1661",2879,"Operation Condor (Feiying gaiwak) (1990)","Adventure",3.46341463414634
"1581",2723,"Mystery Men (1999)","Adventure",3.46213364595545
"4310",1377,"Batman Returns (1992)","Adventure",3.42322987390883
"1251",2344,"Runaway Train (1985)","Adventure",3.4228855721393
"2232",3771,"Golden Voyage of Sinbad, The (1974)","Adventure",3.39735099337748
"2721",86,"White Squall (1996)","Adventure",3.39406779661017
"1352",2414,"Young Sherlock Holmes (1985)","Adventure",3.39050131926121
"995",2054,"Honey, I Shrunk the Kids (1989)","Adventure",3.37296650717703
"2021",3412,"Bear, The (1988)","Adventure",3.37142857142857
"2132",362,"Jungle Book, The (1994)","Adventure",3.36401673640167
"2321",3926,"Voyage to the Bottom of the Sea (1961)","Adventure",3.36111111111111
"826",1894,"Six Days Seven Nights (1998)","Adventure",3.34745222929936
"417",1015,"Homeward Bound: The Incredible Journey (1993)","Adventure",3.34615384615385
"1122",2116,"Lord of the Rings, The (1978)","Adventure",3.33333333333333
"920",1049,"Ghost and the Darkness, The (1996)","Adventure",3.32815964523282
"2262",3807,"Sinbad and the Eye of the Tiger (1977)","Adventure",3.27358490566038
"947",2043,"Darby O'Gill and the Little People (1959)","Adventure",3.27215189873418
"1158",2143,"Legend (1985)","Adventure",3.27042253521127
"1791",3036,"Quest for Fire (1981)","Adventure",3.22988505747126
"2511",60,"Indian in the Cupboard, The (1995)","Adventure",3.21288515406162
"1145",2135,"Doctor Dolittle (1967)","Adventure",3.20168067226891
"260",1009,"Escape to Witch Mountain (1975)","Adventure",3.18556701030928
"391",1373,"Star Trek V: The Final Frontier (1989)","Adventure",3.16109298531811
"1017",107,"Muppet Treasure Island (1996)","Adventure",3.1484375
"1392",2430,"Mighty Joe Young (1949)","Adventure",3.11111111111111
"1361",2421,"Karate Kid, Part II, The (1986)","Adventure",3.07872117400419
"713",1030,"Pete's Dragon (1977)","Adventure",3.07739938080495
"744",1779,"Sphere (1998)","Adventure",3.06312384473198
"1631",2822,"Medicine Man (1992)","Adventure",3.04942965779468
"774",1848,"Borrowers, The (1997)","Adventure",3.04519774011299
"494",153,"Batman Forever (1995)","Adventure",3.03854568854569
"1034",208,"Waterworld (1995)","Adventure",3.02603686635945
"257",674,"Barbarella (1968)","Adventure",3.01554404145078
"601",1591,"Spawn (1997)","Adventure",3.01421052631579
"2561",673,"Space Jam (1996)","Adventure",3.01287744227353
"1501",2615,"My Science Project (1985)","Adventure",3.01058201058201
"1043",2088,"Popeye (1980)","Adventure",2.98365180467091
"564",158,"Casper (1995)","Adventure",2.98069498069498
"1782",303,"Quick and the Dead, The (1995)","Adventure",2.97607655502392
"2141",3672,"Benji (1974)","Adventure",2.96794871794872
"675",168,"First Knight (1995)","Adventure",2.95027624309392
"1242",2322,"Soldier (1998)","Adventure",2.93103448275862
"1602",2735,"Golden Child, The (1986)","Adventure",2.89760348583878
"752",1806,"Paulie (1998)","Adventure",2.89285714285714
"2712",849,"Escape from L.A. (1996)","Adventure",2.88737769080235
"2441",547,"Surviving the Game (1994)","Adventure",2.87903225806452
"1052",2093,"Return to Oz (1985)","Adventure",2.85144927536232
"1381",2429,"Mighty Joe Young (1998)","Adventure",2.82777777777778
"2271",3834,"Bronco Billy (1980)","Adventure",2.82386363636364
"2641",761,"Phantom, The (1996)","Adventure",2.78861788617886
"2372",44,"Mortal Kombat (1995)","Adventure",2.78778135048232
"2401",464,"Hard Target (1993)","Adventure",2.78240740740741
"1271",2367,"King Kong (1976)","Adventure",2.75728155339806
"320",1011,"Herbie Rides Again (1974)","Adventure",2.72592592592593
"265",798,"Daylight (1996)","Adventure",2.70588235294118
"246",558,"Pagemaster, The (1994)","Adventure",2.7037037037037
"1921",3285,"Beach, The (2000)","Adventure",2.70212765957447
"2281",3864,"Godzilla 2000 (Gojira ni-sen mireniamu) (1999)","Adventure",2.69230769230769
"1552",2642,"Superman III (1983)","Adventure",2.68708414872798
"936",2041,"Condorman (1981)","Adventure",2.66896551724138
"1321",2399,"Santa Claus: The Movie (1985)","Adventure",2.66816143497758
"714",173,"Judge Dredd (1995)","Adventure",2.65478723404255
"2701",836,"Chain Reaction (1996)","Adventure",2.65400843881857
"1431",2471,"Crocodile Dundee II (1988)","Adventure",2.6280193236715
"542",1562,"Batman & Robin (1997)","Adventure",2.5960396039604
"238",455,"Free Willy (1993)","Adventure",2.58947368421053
"2191",3705,"Bird on a Wire (1990)","Adventure",2.58421052631579
"627",160,"Congo (1995)","Adventure",2.57477876106195
"268",809,"Fled (1996)","Adventure",2.57142857142857
"983",2051,"Herbie Goes to Monte Carlo (1977)","Adventure",2.55445544554455
"972",2050,"Herbie Goes Bananas (1980)","Adventure",2.53846153846154
"1302",2373,"Red Sonja (1985)","Adventure",2.48148148148148
"363",1359,"Jingle All the Way (1996)","Adventure",2.47747747747748
"473",15,"Cutthroat Island (1995)","Adventure",2.45890410958904
"1641",2851,"Saturn 3 (1979)","Adventure",2.44360902255639
"1472",258,"Kid in King Arthur's Court, A (1995)","Adventure",2.42361111111111
"2301",3889,"Highlander: Endgame (2000)","Adventure",2.41481481481481
"1182",2162,"NeverEnding Story II: The Next Chapter, The (1990)","Adventure",2.41242937853107
"643",1606,"Kull the Conqueror (1997)","Adventure",2.3394495412844
"1732",2950,"Blue Lagoon, The (1980)","Adventure",2.33236994219653
"258",688,"Operation Dumbo Drop (1995)","Adventure",2.27699530516432
"468",1499,"Anaconda (1997)","Adventure",2.20050125313283
"685",1681,"Mortal Kombat: Annihilation (1997)","Adventure",2.17910447761194
"1572",2720,"Inspector Gadget (1999)","Adventure",2.16621983914209
"1891",3190,"Supernova (2000)","Adventure",2.14906832298137
"1372",2422,"Karate Kid III, The (1989)","Adventure",2.12237762237762
"2001",3401,"Baby... Secret of the Lost Legend (1985)","Adventure",2.10619469026549
"1412",2450,"Howard the Duck (1986)","Adventure",2.09907834101382
"1611",2748,"Allan Quartermain and the Lost City of Gold (1987)","Adventure",2.05109489051095
"2291",3877,"Supergirl (1984)","Adventure",2.02197802197802
"691",169,"Free Willy 2: The Adventure Home (1995)","Adventure",2.01769911504425
"1162",2153,"Avengers, The (1998)","Adventure",1.99652777777778
"1561",2643,"Superman IV: The Quest for Peace (1987)","Adventure",1.88855421686747
"2432",546,"Super Mario Bros. (1993)","Adventure",1.87428571428571
"1555",2019,"Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)","Action",5.24458598726115
"4821",858,"Godfather, The (1972)","Action",5.20371120107962
"2014",1198,"Raiders of the Lost Ark (1981)","Action",5.14938345266508
"2341",260,"Star Wars: Episode IV - A New Hope (1977)","Action",5.12174857907054
"2915",1221,"Godfather: Part II, The (1974)","Action",5.01119976359338
"1574",2028,"Saving Private Ryan (1998)","Action",4.98795702977761
"2322",2571,"Matrix, The (1999)","Action",4.96320463320463
"1915",1197,"Princess Bride, The (1987)","Action",4.94926660914581
"3117",1233,"Boat, The (Das Boot) (1981)","Action",4.9481018981019
"1816",1196,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action",4.93692307692308
"4902",969,"African Queen, The (1951)","Action",4.88940397350993
"716",110,"Braveheart (1995)","Action",4.8702005730659
"2472",2692,"Run Lola Run (Lola rennt) (1998)","Action",4.85853544776119
"4016",1304,"Butch Cassidy and the Sundance Kid (1969)","Action",4.84799154334038
"3315",1242,"Glory (1989)","Action",4.82234712230216
"2516",1214,"Alien (1979)","Action",4.78352272727273
"3212",1240,"Terminator, The (1984)","Action",4.77485700667302
"2215",1201,"Good, The Bad and The Ugly, The (1966)","Action",4.75389294403893
"3913",1291,"Indiana Jones and the Last Crusade (1989)","Action",4.75328624078624
"2114",1200,"Aliens (1986)","Action",4.7446978021978
"3100",1036,"Die Hard (1988)","Action",4.74012605042017
"3011",1222,"Full Metal Jacket (1987)","Action",4.72747208931419
"3812",1287,"Ben-Hur (1959)","Action",4.72741477272727
"3581",3578,"Gladiator (2000)","Action",4.72193347193347
"4283",457,"Fugitive, The (1993)","Action",4.71874686716792
"1469",1953,"French Connection, The (1971)","Action",4.71353077816492
"5810",1387,"Jaws (1975)","Action",4.70300530347672
"4543",589,"Terminator 2: Judgment Day (1991)","Action",4.66728954322386
"9911",1610,"Hunt for Red October, The (1990)","Action",4.65986682808717
"2415",1210,"Star Wars: Episode VI - Return of the Jedi (1983)","Action",4.62632674297607
"1715",2194,"Untouchables, The (1987)","Action",4.60918367346939
"2832",2944,"Dirty Dozen, The (1967)","Action",4.60487977369166
"2871",2951,"Fistful of Dollars, A (1964)","Action",4.5933908045977
"2842",2947,"Goldfinger (1964)","Action",4.56666666666667
"3701",3654,"Guns of Navarone, The (1961)","Action",4.55876494023904
"1474",1954,"Rocky (1976)","Action",4.5348095659876
"2816",1220,"Blues Brothers, The (1980)","Action",4.53053691275168
"4522",555,"True Romance (1993)","Action",4.51785714285714
"2853",2948,"From Russia with Love (1963)","Action",4.47321660181582
"1502",2000,"Lethal Weapon (1987)","Action",4.4699446834665
"4911",1374,"Star Trek: The Wrath of Khan (1982)","Action",4.46260359116022
"4571",6,"Heat (1995)","Action",4.46053191489362
"2862",2949,"Dr. No (1962)","Action",4.45580495356037
"2462",2662,"War of the Worlds, The (1953)","Action",4.43716814159292
"3021",3104,"Midnight Run (1988)","Action",4.43464052287582
"3610",1275,"Highlander (1986)","Action",4.42307692307692
"3413",1261,"Evil Dead II (Dead By Dawn) (1987)","Action",4.40063868613139
"4342",474,"In the Line of Fire (1993)","Action",4.3988683127572
"4003",3793,"X-Men (2000)","Action",4.39374586366645
"6310",1408,"Last of the Mohicans, The (1992)","Action",4.38533333333333
"2716",2872,"Excalibur (1981)","Action",4.38456873315364
"2614",1215,"Army of Darkness (1993)","Action",4.37486772486772
"1425",1912,"Out of Sight (1998)","Action",4.36696035242291
"1803",2288,"Thing, The (1982)","Action",4.35323886639676
"4362",480,"Jurassic Park (1993)","Action",4.3284244011976
"3142",3256,"Patriot Games (1992)","Action",4.3125
"3862",3753,"Patriot, The (2000)","Action",4.30693548387097
"888",1580,"Men in Black (1997)","Action",4.30094562647754
"3503",349,"Clear and Present Danger (1994)","Action",4.28508026440038
"4701",733,"Rock, The (1996)","Action",4.28160447761194
"2223",2529,"Planet of the Apes (1968)","Action",4.26944922547332
"4313",1356,"Star Trek: First Contact (1996)","Action",4.26553435114504
"2023",2406,"Romancing the Stone (1984)","Action",4.24260223048327
"3183",3267,"Mariachi, El (1992)","Action",4.24047619047619
"1873",2353,"Enemy of the State (1998)","Action",4.24033400809717
"959",1101,"Top Gun (1986)","Action",4.23905940594059
"1317",1127,"Abyss, The (1989)","Action",4.23655976676385
"2803",2916,"Total Recall (1990)","Action",4.23471943887776
"3362",3418,"Thelma & Louise (1991)","Action",4.23235709244883
"2794",2912,"Limey, The (1999)","Action",4.23122362869198
"1652",2115,"Indiana Jones and the Temple of Doom (1984)","Action",4.22755102040816
"3762",3703,"Mad Max 2 (a.k.a. The Road Warrior) (1981)","Action",4.22519342359768
"3752",3702,"Mad Max (1979)","Action",4.21378986866792
"5114",1376,"Star Trek IV: The Voyage Home (1986)","Action",4.2047513321492
"1916",2366,"King Kong (1933)","Action",4.20449735449735
"3633",3624,"Shanghai Noon (2000)","Action",4.20309734513274
"3532",3527,"Predator (1987)","Action",4.20188897455667
"2715",1218,"Killer, The (Die xue shuang xiong) (1989)","Action",4.19672131147541
"2581",2763,"Thomas Crown Affair, The (1999)","Action",4.18815426997245
"8112",1527,"Fifth Element, The (1997)","Action",4.18660130718954
"4017",380,"True Lies (1994)","Action",4.17942857142857
"1632",21,"Get Shorty (1995)","Action",4.16747787610619
"1605",2058,"Negotiator, The (1998)","Action",4.14949937421777
"2962",3000,"Princess Mononoke, The (Mononoke Hime) (1997)","Action",4.14782608695652
"3662",3635,"Spy Who Loved Me, The (1977)","Action",4.14661190965092
"4562",592,"Batman (1989)","Action",4.1411250873515
"3162",3265,"Hard-Boiled (Lashou shentan) (1992)","Action",4.13761467889908
"985",1608,"Air Force One (1997)","Action",4.12653345724907
"3892",3763,"F/X (1986)","Action",4.10620542082739
"1774",2273,"Rush Hour (1998)","Action",4.10111642743222
"3953",377,"Speed (1994)","Action",4.10027272727273
"1534",2006,"Mask of Zorro, The (1998)","Action",4.09577822990844
"1057",165,"Die Hard: With a Vengeance (1995)","Action",4.09539393939394
"4581",610,"Heavy Metal (1981)","Action",4.0789644012945
"1515",2001,"Lethal Weapon 2 (1989)","Action",4.07675568743818
"4512",1370,"Die Hard 2 (1990)","Action",4.07312775330396
